site_name,Ecoregion,year,CS,DCW0,DCW,DCW1_5,DCW2,DCM,DCM0_5,PARd,DLW,DLWln,dDLW,dDLWln,dDLW2m,dDLW2mln,dDLW5m,dDLWsite,Kd490a,LS,bleaching,Report,CS0count,CS1count,CS2count,DCW-MCS0,DCW-MCS1,CS-MCS,C-PAR,C-PARprevm,CountDays,consecutive_days
MAL,Malpelo,2002,-0.81934359,-2.09,0,0,0,-0.24,0,3.276195933,58.695,4.072354544,42.136,3.740902482,29.5146,3.384885056,21.4936,9.402,-0.005,4.046,0,,59,22,1,0,0,0.13,25,16,37,12
MAL,Malpelo,2003,-0.077176923,-0.155,0,0,0,0,0,5.336630039,86.883,4.464562386,91.869,4.520363649,78.055,4.357413706,67.254,40.1485,-0.033,5.337,0,,0,0,0,0,0,-0.64,14,21,8,3
MAL,Malpelo,2004,-2.684105495,-5.002,-2.68,-2.684,-2.684,-0.96,-0.96,1.848176989,68.658,4.229137659,52.44,3.959669659,47.0886,3.852030934,37.9078,19.6476,-0.01,1.848,0,,52,1,0,-0.366,0,-1.23,10,10,34,19
MAL,Malpelo,2005,-1.136962637,-2.988,-2.15,0,0,-0.65,-0.65,3.423948936,58.119,4.062492633,44.042,3.785143724,40.6528,3.705067714,36.1006,18.51333333,-0.004,3.424,0,,3,0,0,0,0,-0.72,11,20,32,12
MAL,Malpelo,2006,-1.448391209,-5.821,-3.51,0,0,-0.86,-0.86,1.710181375,52.809,3.966681631,43.956,3.783189134,25.65816667,3.24486191,22.7908,15.3812,-0.009,1.71,0,,73,35,0,0,0,-1.08,21,21,39,10
MAL,Malpelo,2007,-0.796962637,-0.997,0,0,0,-0.27,0,2.874190971,55.206,4.011071643,33.184,3.502067832,27.0238,3.296717959,30.3808,32.7078,-0.019,2.874,0,,41,0,0,0,0,0.22,26,23,49,10
MAL,Malpelo,2008,0.107323077,-1.458,0,0,0,-0.27,0,2.04755002,43.951,3.783075377,47.059,3.851402134,47.98833333,3.870957926,52.63716667,43.3525,-0.02,2.048,0,,87,72,40,0,-1.303,-2.57,16,16,11,4
MAL,Malpelo,2009,-3.786962637,-16.968,-15,-14.991,-9.909,-3.62,-3.62,0.863429715,51.794,3.947274312,39.994,3.688729443,36.6012,3.600081027,34.101,29.72866667,-0.008,5.882,1,Severe,19,0,0,-2.956,0,-0.1,22,15,49,31
MAL,Malpelo,2010,0.947323077,0,0,0,0,-0.02,0,-1.751228632,55.301,4.012790992,31.165,3.43929567,31.1952,3.440264237,27.3086,18.7208,-0.023,0,0,,0,0,0,0,0,0.34,19,9,13,1
MAL,Malpelo,2011,-1.104105495,-1.395,-1.1,0,0,-0.12,0,3.171228113,52.01,3.951436008,39.342,3.672292651,39.9974,3.688814452,43.0744,29.9732,-0.015,3.171,0,,92,56,7,0,-3.865,-3.74,5,13,25,7
MAL,Malpelo,2012,-1.976962637,-5.896,-1.98,-1.977,0,-1.02,-1.02,0.413724175,64.918,4.173124935,34.745,3.548035677,24.4252,3.195615386,16.8954,3.6464,0.005,0.414,0,,90,60,0,0,0,-1.62,9,17,34,12
MAL,Malpelo,2013,-0.904105495,-1.302,0,0,0,0,0,0.703065434,39.87,3.685624161,26.23,3.266903794,20.8878,3.039165256,17.753,6.4474,-0.004,0.703,0,,24,3,0,0,0,-0.42,13,15,30,9
MAL,Malpelo,2014,0.213037363,-0.167,0,0,0,0,0,-1.556259638,25.611,3.243021947,20.9,3.039749159,18.7076,2.928929858,16.3848,9.2925,-0.009,0,0,,0,0,0,0,0,1.28,13,16,2,2
MAL,Malpelo,2015,-0.875534066,-2.157,0,0,0,-0.03,0,3.247507436,38.748,3.657079142,35,3.555348061,25.6876,3.246008385,26.13,24.4456,-0.015,3.248,0,,0,0,0,0,0,1.17,27,11,23,13
MAL,Malpelo,2016,-0.987676923,-3.092,-1.21,0,0,-0.23,0,7.546140337,64.988,4.174202637,73.533,4.297734285,65.4064,4.180620113,62.207,42.7308,-0.017,7.546,0,,0,0,0,0,0,2.01,14,15,22,10
MAL,Malpelo,2017,-0.455534066,-1.146,0,0,0,-0.05,0,4.017795669,67.133,4.206675726,65.409,4.180659864,55.304,4.012845239,47.6558,26.1012,-0.01,4.018,0,,25,0,0,0,0,-0.6,29,19,18,5
MAR,Mexico west,1998,0.025098901,0,0,0,0,0,0,12.82726163,48.824,3.888221995,156.443,5.052691726,150.2676667,5.012418148,163.1243333,162.6501667,-0.352,13.929,0,,0,0,0,0,0,-1.54,8,7,3,1
MAR,Mexico west,1999,-0.872043956,-5.558,0,0,0,-1.57,-1.09,4.606737088,42.954,3.760129776,62.056,4.128037203,62.6005,4.136773265,54.4994,54.4994,-0.237,4.607,0,,46,12,0,0,0,-0.84,18,16,92,21
MAR,Mexico west,2000,-1.454901099,-6.44,-2.58,0,0,-1.45,-1.12,4.479081118,42.119,3.740498945,42.946,3.759943513,29.7216,3.391874054,11.4856,11.4856,-0.164,4.479,0,,43,4,0,0,0,-1.64,19,19,67,36
MAR,Mexico west,2001,-1.750615385,-7.579,-1.99,-3.496,0,-1.82,-1.39,5.676680135,53.481,3.979326451,70.29,4.252629541,42.1762,3.741856081,26.311,26.311,-0.226,5.677,0,,53,18,0,-0.559,0,-1.98,20,14,66,30
MAR,Mexico west,2002,0.441884615,0,0,0,0,0,0,5.693275287,51.143,3.934625631,69.297,4.238401615,63.3376,4.14847915,42.3426,42.3426,-0.209,6.009,0,,57,14,1,0,0,-1.31,12,26,0,1
MAR,Mexico west,2003,-0.364901099,-0.365,0,0,0,0,0,7.114889683,24.911,3.215309473,86.239,4.457122512,83.33933333,4.422920627,74.4305,74.4305,-0.266,8.408,0,,1,0,0,0,-2.139,-2.43,23,9,11,11
MAR,Mexico west,2004,-1.062043956,-2.998,-1.06,0,0,-0.62,-0.62,6.153502975,30.565,3.419855563,35.879,3.580152166,28.2316,3.340441918,13.938,13.938,-0.236,6.154,0,,54,0,0,0,0,-1.17,11,23,30,23
MAR,Mexico west,2005,-0.530615385,-0.891,0,0,0,-0.14,0,3.326312613,25.812,3.2508395,51.323,3.938138995,58.5844,4.07046845,74.398,74.398,-0.258,3.694,0,,0,0,0,0,0,-2.15,12,18,42,11
MAR,Mexico west,2006,-0.354901099,-2.233,0,0,0,-0.31,0,1.437983034,39.55,3.677565694,40.033,3.689704114,24.056,3.180384446,17.944,17.944,-0.1,4.441,0,,71,17,0,0,0,-2.73,4,20,39,18
MAR,Mexico west,2007,0.338967949,0,0,-2.781,-2.781,-0.04,0,6.191543074,32.387,3.477757108,38.296,3.645345452,40.7018,3.706272318,52.1346,52.1346,-0.287,6.192,0,,36,1,0,0,0,-1.18,10,24,18,1
MAR,Mexico west,2008,-2.130615385,-11.261,-8.12,-4.533,-4.139,-2.88,-2.88,-0.477360403,37.005,3.611053039,6.348,1.848139803,4.6166,1.529658503,1.6386,1.6386,-0.017,0,1,Severe,83,67,14,-1.578,0,-0.53,17,12,84,44
MAR,Mexico west,2009,0.615098901,0,0,0,0,0,0,0.060311034,34.554,3.542523318,20.627,3.026600897,24.942,3.216553129,30.7744,30.7744,-0.046,0.06,0,,8,0,0,0,0,-2.4,7,25,1,1
MAR,Mexico west,2010,0.720813187,0,0,0,0,-0.28,0,1.722376461,35.34,3.565015467,44.37,3.792563565,38.10775,3.640417674,51.9565,51.9565,-0.292,6.445,0,,0,0,0,0,0,-2.35,18,15,24,1
MAR,Mexico west,2011,-3.143472527,-24.69,-18.3,-18.302,-14.555,-4.87,-4.87,-6.553643693,31.308,3.443873656,8.753,2.169396499,3.9785,1.380904864,0.77,0.77,0.224,0,1,Medium,81,39,3,-8.088,-1.364,-2.72,20,20,106,85
MAR,Mexico west,2012,-1.382282051,-5.862,-3.69,0,0,-0.93,-0.51,-4.757986429,27.128,3.300566405,16.915,2.828200802,15.7458,2.756573663,11.015,11.015,0.418,0,0,,89,36,0,-0.013,0,-0.92,22,19,41,35
MAR,Mexico west,2013,-0.12632967,-0.217,0,0,0,0,0,3.338147493,22.585,3.117285969,57.556,4.052758387,35.7648,3.576964169,51.8344,51.8344,0.065,6.687,0,,15,0,0,0,0,-0.87,28,28,7,6
MAR,Mexico west,2014,1.55367033,0,0,0,0,0,0,3.991675235,35.675,3.574450163,50.413,3.920249078,44.45216667,3.794413705,33.8924,33.8924,-0.166,3.992,0,,0,0,0,0,0,-0.35,17,27,0,1
MAR,Mexico west,2015,1.319384615,0,0,0,0,0,0,5.664237077,45.579,3.819447084,72.447,4.28285526,72.59283333,4.284866203,80.17916667,80.17916667,-0.323,5.664,0,,0,0,0,0,0,-1.49,12,21,0,1
MAR,Mexico west,2016,2.115098901,0,0,0,0,0,0,9.379110174,33.853,3.522027622,109.975,4.700253067,143.6886,4.967648458,178.6938,178.6938,-0.374,9.379,0,,0,0,0,0,0,-0.6,23,18,0,1
MAR,Mexico west,2017,-0.412043956,-1.384,0,0,0,0,0,4.240454148,34.165,3.531201728,49.839,3.90879781,47.2665,3.855801799,51.34133333,51.34133333,-0.172,5.907,0,,21,0,0,0,0,-0.23,24,21,21,16
MDK,Florida,1998,-1.354049627,-5.473,0,0,0,-0.77,0,-0.035497775,51.087,3.933530062,28.567,3.352252205,43.695,3.777233679,49.8766,49.7818,-0.011,2.133,0,,0,0,0,-0.338,0,1.03,14,20,58,29
MDK,Florida,1999,-0.562621055,-0.984,0,0,0,0,0,3.267043858,52.616,3.963020256,34.846,3.550938353,27.0798,3.298788062,30.117,29.3262,-0.023,3.267,0,,20,0,0,0,0,-1.96,21,25,20,20
MDK,Florida,2000,-1.076906769,-3.596,-1.08,0,0,-0.45,0,3.173474162,56.52,4.034594558,36.1345,3.587248088,36.4152,3.59498627,42.1298,40.6306,-0.012,3.173,0,,37,16,0,-0.061,0,-1.34,13,15,37,28
MDK,Florida,2001,-1.835478198,-6.753,-1.84,-1.835,0,-1.1,-1.1,4.309294189,43.555,3.774024507,30.263,3.409925844,31.1366,3.438383976,34.1314,33.3304,-0.008,4.309,0,,42,24,1,-1.174,0,-1.8,20,16,45,46
MDK,Florida,2002,-0.901013912,-2.755,0,0,0,0,0,2.562313316,42.291,3.744574297,32.294,3.474881454,28.8744,3.362955389,26.6204,27.174,-0.022,2.626,0,,49,11,4,-0.034,0,-2.17,19,14,35,19
MDK,Florida,2003,-2.075478198,-9.802,-6.21,-3.842,-2.075,-1.59,-1.59,0.284071694,29.889,3.39749052,30.789,3.427157483,29.0616,3.369417715,33.3056,32.343,0.011,0.284,0,,56,32,14,-3.091,0,0.5,18,13,53,47
MDK,Florida,2004,-0.439763912,-1.932,0,0,0,-0.17,0,2.749394643,59.186,4.080685027,23.333,3.149868668,19.5784,2.974426918,25.358,23.8808,-0.029,2.749,0,,61,24,12,0,0,-0.92,22,25,46,14
MDK,Florida,2005,-1.506906769,-6.518,-1.51,-1.507,0,-0.73,-0.58,1.079042365,40.831,3.709441597,22.446,3.111112425,22.7866,3.126172644,26.3898,25.3184,-0.019,1.079,0,,70,41,14,-0.522,0,0.02,16,21,64,30
MDK,Florida,2006,-1.794049627,-8.406,-5.59,-3.367,0,-1.61,-1.61,1.78346989,31.781,3.458868627,18.903,2.93932064,9.153,2.214081694,9.3686,8.8562,-0.004,2.018,0,,55,28,12,-1.541,0,-1.83,25,15,63,49
MDK,Florida,2007,-0.955478198,-1.113,0,0,0,-0.15,0,0.61972825,36.137,3.587317271,14.167,2.650915316,11.8864,2.475394889,18.0788,16.2196,-0.025,2.205,0,,30,8,0,0,0,-0.89,12,22,19,14
MDK,Florida,2008,0.196902754,-0.35,0,0,0,0,0,0.905017963,51.694,3.945341721,35.965,3.582546243,35.354,3.56541154,38.9856,37.9052,-0.027,1.951,0,,23,0,0,0,-5.146,-3.31,18,19,8,4
MDK,Florida,2009,-1.615478198,-9.876,-5.71,-3.225,0,-1.45,-1.01,1.661364869,27.955,3.330596074,26.566,3.279632203,26.19683333,3.265638538,31.76466667,30.0925,-0.024,1.661,0,,61,37,10,-1.954,0,-0.44,26,23,53,28
MDK,Florida,2010,-1.971192484,-7.706,-5.49,-1.971,0,-1.7,-1.7,-3.119342612,37.524,3.624980728,10.691,2.369402266,10.7626,2.376077161,11.1498,10.984,-0.007,0,1,Medium,81,32,6,-1.434,0,0.91,22,18,81,48
MDK,Florida,2011,-1.942621055,-9.796,-3.46,-3.466,0,-1.38,-1.38,2.110134765,44.194,3.788589033,29.783,3.393937761,23.6904,3.165069903,20.4314,20.9384,-0.004,2.624,0,,52,21,7,-2.798,0,-2.15,20,20,51,36
MDK,Florida,2012,-0.525478198,-0.525,0,0,0,0,0,1.743791396,25.629,3.243724523,25.97,3.256942026,23.80016667,3.169692583,25.0448,23.6508,-0.023,1.744,0,,28,4,0,0,0,-1.9,21,19,12,9
MDK,Florida,2013,-0.592621055,-0.72,0,0,0,0,0,2.086125064,21.701,3.077358342,28.051,3.334024282,31.7646,3.458352462,43.0092,39.6858,-0.031,2.086,0,,35,9,0,0,0,-1.07,11,17,21,14
MDK,Florida,2014,0.023093231,0,0,0,0,0,0,4.165056767,49.957,3.911162635,41.011,3.713840323,39.213,3.669008324,38.57983333,39.04133333,-0.015,4.165,0,,27,2,0,0,0,0.76,12,19,4,4
MDK,Florida,2015,-0.888335341,-2.804,0,0,0,-0.4,0,2.594558224,35.072,3.557403091,34.194,3.53205019,29.80016667,3.394513986,27.12916667,27.57433333,-0.016,2.595,0,,36,22,11,0,0,0.5,31,27,26,18
MDK,Florida,2016,-0.146906769,-0.147,0,0,0,0,0,1.075264345,45.572,3.819293493,15.738,2.75607817,9.8356,2.286008457,12.0328,11.2574,0,1.075,0,,25,6,0,0,0,1.06,27,23,12,4
MDK,Florida,2017,0.064736088,-0.086,0,0,0,0,0,0.980440179,32.445,3.479546348,13.446,2.598681664,11.88516667,2.475291124,10.687,10.2556,-0.007,0.98,0,,19,1,0,0,0,-0.62,23,20,9,4
PAV,Gulf of California,1998,1.148691881,0,0,0,0,0,0,5.187615227,38.375,3.647406206,55.671,4.019459365,66.58716667,4.198511866,85.23433333,78.68783333,-0.082,5.188,0,,0,0,0,0,0,0.52,15,19,0,1
PAV,Gulf of California,1999,-1.51273669,-5.006,-2.76,-1.513,0,-1.1,-1.01,3.605281432,40.053,3.690203577,45.171,3.810455288,46.016,3.828989162,51.5676,50.391,-0.046,3.605,0,,135,23,0,-0.211,0,-1.57,15,20,44,31
PAV,Gulf of California,2000,-1.16273669,-8.449,-2.24,0,0,-1.63,-1,3.393221758,35.534,3.570489985,37.375,3.621002032,35.0044,3.555473768,30.8656,32.8024,-0.053,3.393,0,,102,14,0,0,0,-1.38,20,14,74,41
PAV,Gulf of California,2001,-1.601308119,-7.538,-3.92,-1.601,0,-1.31,-0.92,0.121836557,36.363,3.593551774,25.0535,3.221013538,20.9606,3.042644485,19.4306,20.6626,-0.055,0.122,0,,85,0,0,-0.458,0,-1.42,14,17,53,51
PAV,Gulf of California,2002,-1.285593833,-8.012,-3.57,0,0,-1.17,-1.09,0.804192427,46.478,3.838979082,19.005,2.944702102,21.2792,3.05773007,20.9694,21.0962,-0.016,0.804,0,,72,28,11,0,0,-2.38,23,20,56,49
PAV,Gulf of California,2003,0.825834739,0,0,0,0,0,0,0.56159958,20.08,2.999724295,16.594,2.809041184,21.74883333,3.079560116,44.64966667,34.35133333,-0.062,0.562,0,,67,17,8,0,0,0.41,12,24,0,1
PAV,Gulf of California,2004,-0.591308119,-2.595,0,0,0,-0.23,0,-0.689116442,26.441,3.274915836,12.387,2.516647536,5.401,1.686584122,1.2998,2.3414,0.006,0.677,0,,104,53,4,0,0,-1,13,17,43,26
PAV,Gulf of California,2005,0.125834739,0,0,0,0,0,0,2.743806471,22.385,3.108391092,29.444,3.382490154,31.0964,3.437092057,54.1914,44.9676,-0.064,2.744,0,,53,9,3,0,0,0.02,16,14,1,1
PAV,Gulf of California,2006,-1.490665261,-12.483,-4.91,0,0,-2.21,-1.78,0.964491643,24.656,3.205020279,20.427,3.016857555,18.38083333,2.911308455,16.692,17.588,-0.043,1.202,0,,18,0,0,-0.377,0,-1.86,13,15,72,72
PAV,Gulf of California,2007,-0.864165261,-3.368,0,0,0,0,0,0.84888646,30.969,3.432986704,8.799,2.174638079,11.2492,2.420297015,12.9152,12.3246,0.01,0.849,0,,196,92,20,0,0,-1.18,24,26,37,17
PAV,Gulf of California,2008,-2.677022404,-24.86,-20.74,-20.744,-13.919,-5.12,-5.12,1.232498796,30.229,3.408801729,23.072,3.138619761,17.18983333,2.844318124,16.51783333,16.78333333,-0.03,1.232,1,Severe,6,0,0,-9.234,-4.735,-2.86,17,20,85,79
PAV,Gulf of California,2009,-0.287022404,-0.692,0,0,0,0,0,0.369059523,23.166,3.142685687,13.572,2.608008847,10.75483333,2.375355266,9.633,10.55383333,-0.027,0.369,0,,5,0,0,0,0,-0.3,12,23,14,6
PAV,Gulf of California,2010,1.074406167,0,0,0,0,0,0,2.119789481,36.324,3.59247868,19.856,2.988506228,16.1114,2.779527096,18.6114,18.0594,-0.058,2.228,0,,109,23,6,0,0,0.79,17,23,0,1
PAV,Gulf of California,2011,-2.074165261,-17.094,-12.15,-8.761,-2.031,-3.38,-3.38,2.116616751,26.06,3.260401572,24.119,3.182999912,21.839,3.083697362,14.131,18.1932,0.002,2.117,1,Medium,19,3,0,-3.142,0,-2.11,27,20,91,74
PAV,Gulf of California,2012,-1.668450976,-14.884,-4.87,-4.823,0,-3.35,-3.35,0.168389666,24.305,3.19068209,14.646,2.684167261,12.8165,2.550733403,10.42933333,11.71716667,-0.033,0.168,0,,23,0,0,-1.529,0,-1.81,20,20,89,77
PAV,Gulf of California,2013,-0.615593833,-2.032,0,0,0,0,0,1.28146191,22.126,3.096753388,18.49,2.917230045,19.174,2.953555195,29.0722,24.7176,-0.062,1.542,0,,61,8,0,0,0,-0.7,26,26,21,12
PAV,Gulf of California,2014,1.104406167,0,0,0,0,0,0,4.331977277,33.121,3.500167522,52.058,3.952358482,63.04366667,4.143827608,82.41616667,75.40683333,-0.066,4.332,0,,3,0,0,0,0,0.56,18,22,0,1
PAV,Gulf of California,2015,0.830001405,0,0,0,0,0,0,2.448964138,11.776,2.466063562,22.3755,3.10796661,26.83116667,3.289564147,38.20816667,33.9475,-0.053,2.449,0,,2,0,0,0,0,0.78,29,21,0,1
PAV,Gulf of California,2016,1.380120453,0,0,0,0,0,0,2.962325025,29.855,3.39635233,35.539,3.570630685,43.0414,3.762162443,59.9838,53.7526,-0.061,2.962,0,,70,15,5,0,0,0.62,14,24,0,1
PAV,Gulf of California,2017,-0.536665261,-1.287,0,0,0,-0.09,0,1.69883154,27.428,3.311564389,21.859,3.084612736,20.6592,3.028160741,18.40483333,18.6446,-0.016,2.507,0,,87,20,0,0,0,-0.56,20,19,18,9
UPK,Florida,1998,-1.304285714,-5.201,0,0,0,-0.78,0,6.033222445,51.354,3.93874283,84.433,4.43595832,56.94866667,4.042150277,56.69366667,61.19766667,-0.227,9.015,0,,0,0,0,0,0,4.57,29,25,54,29
UPK,Florida,1999,-0.541428571,-0.947,0,0,0,0,0,4.76784597,61.099,4.112495499,33.612,3.514883146,31.26,3.442339325,20.84375,25.217,-0.152,4.768,0,,19,0,0,0,0,0.69,24,15,16,12
UPK,Florida,2000,-1.232857143,-4.076,-2.24,0,0,-0.51,-0.51,6.296577238,55.305,4.01286332,82.425,4.411888789,56.0134,4.025590948,40.7496,47.0652,-0.175,6.687,0,,37,8,0,0,0,-0.44,16,9,37,28
UPK,Florida,2001,-1.885714286,-8.504,-5.98,-3.515,0,-1.39,-1.39,6.761622461,46.115,3.831138277,77.71,4.352983949,65.9054,4.18822038,47.566,55.839,-0.19,6.762,0,,45,15,1,-0.663,0,1.17,17,20,39,40
UPK,Florida,2002,-0.975535714,-3.314,0,-3.18,0,0,0,3.429586887,42.21,3.74265716,48.611,3.883849843,41.4552,3.724613326,38.0356,42.3184,-0.163,6.625,0,,34,1,0,0,0,1.32,18,6,46,19
UPK,Florida,2003,-2.68,-14.285,-10.72,-7.886,-4.706,-1.65,-1.57,1.061480247,25.723,3.247385533,22.749,3.124521188,9.2058,2.21983372,1.848666667,3.247,-0.08,1.061,0,,52,26,4,-3.127,0,1.38,13,9,52,34
UPK,Florida,2004,-2.458571429,-8.818,-6.29,-6.293,-4.792,-1.44,-1.44,2.256303484,59.968,4.093811087,23.766,3.168255988,20.1034,3.000888955,9.5176,12.5732,-0.094,2.256,0,,40,0,0,-2.198,0,1.2,7,10,55,27
UPK,Florida,2005,-2.222857143,-12.347,-8.81,-5.974,-4.31,-1.69,-1.69,2.203721026,47.551,3.861802819,28.098,3.335698399,31.5305,3.450955331,20.93266667,25.32133333,-0.084,2.204,0,,63,12,0,-1.764,0,1.73,4,23,66,37
UPK,Florida,2006,-2.38,-11.086,-9.13,-6.461,-4.73,-1.93,-1.93,2.571037849,28.116,3.336338809,16.739,2.817741326,12.965,2.562253419,9.4734,11.0078,-0.064,2.571,0,,62,21,3,-2.186,0,1.33,9,8,51,18
UPK,Florida,2007,-1.18,-1.721,-1.18,0,0,-0.32,0,1.469690095,34.846,3.550938353,11.597,2.450746444,15.38,2.733067964,13.1236,15.0854,-0.082,1.47,0,,14,3,0,0,0,0.4,9,16,27,12
UPK,Florida,2008,-0.162202381,-0.711,0,0,0,0,0,-1.865757825,45.14,3.809768771,19.124,2.950944091,12.893,2.556684528,5.573,7.594,0.039,0,0,,7,0,0,0,0,0.12,7,22,18,7
UPK,Florida,2009,-2.121428571,-10.637,-7.7,-5.408,-2.121,-1.71,-1.71,0.632768426,34.948,3.553861242,22.618,3.118746049,28.3794,3.34566353,16.2442,20.508,-0.036,0.633,0,,52,28,7,-1.133,0,0.69,8,11,59,22
UPK,Florida,2010,-2.121428571,-8.299,-7.63,-2.121,-2.121,-1.72,-1.65,-1.821169148,40.26,3.69535842,9.613,2.263116349,7.3218,1.990856199,3.5354,4.6872,0.041,0,1,Medium,79,26,3,-0.696,0,2.21,14,14,79,46
UPK,Florida,2011,-2.128571429,-10.158,-3.84,-3.838,-2.129,-1.02,-0.97,0.884867456,45.266,3.812556199,26.958,3.294280099,24.0435,3.17986469,12.6025,16.08933333,-0.035,0.885,0,,56,19,4,-2.245,0,1.14,9,9,47,31
UPK,Florida,2012,-0.892857143,-2.021,0,0,0,-0.17,0,-1.462448091,28.626,3.354315396,31.066,3.436113974,39.12866667,3.666855361,26.707,31.67866667,0.105,0,0,,11,0,0,0,0,1.8,18,22,27,12
UPK,Florida,2013,-0.942857143,-2.057,0,0,0,-0.02,0,1.648922106,24.908,3.215189037,28.949,3.365535661,26.6168,3.281542595,17.352,20.8464,-0.125,2.192,0,,22,1,0,0,0,1.37,8,16,32,15
UPK,Florida,2014,-0.647142857,-1.461,0,0,0,0,0,2.270074073,37.223,3.61692685,17.292,2.850243967,21.7024,3.077422854,21.3432,23.4624,-0.061,2.27,0,,3,0,0,0,0,1.9,5,5,24,11
UPK,Florida,2015,-2.131428571,-9.026,-6.86,-5.811,-4.251,-1.4,-1.4,2.22197789,27.947,3.330309859,26.999,3.295799828,22.5262,3.114679076,14.0468,16.988,-0.121,2.222,0,,24,4,0,-2.149,0,2.12,9,8,35,32
UPK,Florida,2016,-0.962857143,-2.228,0,0,0,-0.19,0,-0.744178782,36.847,3.606774204,20.627,3.026600897,32.2178,3.472519095,33.5318,36.126,-0.125,0,0,,14,0,0,0,0,2.93,9,16,22,11
UPK,Florida,2017,-0.249785714,-0.704,0,0,0,0,0,-0.304392704,47.742,3.865811514,6.737,1.907614722,14.29016667,2.659571655,12.23283333,13.44616667,0,0,0,,3,0,0,0,0,1.7,7,22,15,5
